Video Name,Split001,Split002,Split003,Split004,Split005,Split006,Split007,Split008,Split009,Split010,Split011,Split012,Split013,Split014,Split015,Split016,Split017,Split018,Split019,Split020,Split021,Split022,Split023,Split024,Split025,Split026,Split027,Split028,Split029,Split030,Split031,Split032,Split033,Split034,Split035,Split036,Split037,Split038,Split039,Split040,Split041,Split042,Split043,Split044,Split045,Split046,Split047,Split048,Split049,Split050,Split051,Split052,Split053,Split054,Split055,Split056,Split057,Split058,Split059,Split060,Split061,Split062,Split063,Split064,Split065,Split066,Split067,Split068,Split069,Split070,Split071,Split072,Split073,Split074,Split075,Split076,Split077,Split078,Split079,Split080,Split081,Split082,Split083,Split084,Split085,Split086,Split087,Split088,Split089,Split090,Split091,Split092,Split093,Split094,Split095,Split096,Split097,Split098,Split099,Split100
KITTI_037,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test
KITTI_038,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
KITTI_039,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train
KITTI_040,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Test,Train
KITTI_041,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train
KITTI_042,Train,Train,Train,Train,Test,Test,Test,Train,Test,Train,Test,Train,Test,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
KITTI_043,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train
KITTI_044,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Test
KITTI_045,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Test,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train
KITTI_046,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
KTH_001,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test
KTH_002,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train
KTH_003,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
KTH_004,Train,Train,Test,Test,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train
KTH_005,Train,Train,Test,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Test,Test,Train,Train,Train
KTH_006,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Test,Train,Train,Test,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train
KTH_007,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test
KTH_008,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
KTH_009,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train
KTH_010,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train
KTH_011,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train
KTH_012,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train
KTH_013,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test
KTH_014,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test
KTH_015,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Test,Test,Train
KTH_016,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
KTH_017,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test
KTH_018,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train
KTH_019,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test
KTH_020,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train
KTH_021,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Train
KTH_022,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train
KTH_023,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
KTH_024,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test
KTH_025,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train
KTH_026,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
KTH_027,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train
KTH_028,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train
KTH_029,Train,Test,Test,Train,Test,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train
KTH_030,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Test,Test,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train
KTH_031,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train
KTH_032,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test
KTH_033,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Test,Train,Test,Test
MSR_001,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train
